"Sample_ID","Year","AEZ","State","Lat","Long","B1","B2","G1","G2","afl_max","afl_mean","afl_median","n_samples","other_coordinates_in_grid","other_aflatoxins_in_grid","Location_Type","Source"
"OY112M",2012,"DS","Oyo",7.5952,3.9177,2.7,0,0,0,31.06,17.9933333333333,20.22,3,"OY121M: 7.595, 3.918; OY122M: 7.595, 3.918","OY121M: B1=14.96,B2=0,G1=15.01,G2=1.09; OY122M: B1=11.41,B2=5.98,G1=1.89,G2=0.94","","NAFDAC Market Survey Sample 2012"
"OD196M",2012,"DS","Ondo",7.5503,5.8776,3.11,4.56,0,0,82.45,23.845,6.465,4,"OD206M: 7.55, 5.878; OD213M: 7.55, 5.878; OD218M: 7.55, 5.878","OD206M: B1=0,B2=0,G1=0,G2=0; OD213M: B1=3.34,B2=1.92,G1=0,G2=0; OD218M: B1=75.2,B2=7.25,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KG557M",2012,"DS","Kogi",7.5614,6.2429,265.08,27.01,29.35,7.56,329,112.48,8.44,3,"KG561M: 7.561, 6.243; KG579M: 7.561, 6.243","KG561M: B1=0,B2=0,G1=0,G2=0; KG579M: B1=5.9,B2=2.54,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KG572M",2012,"DS","Kogi",7.5584,6.6344,48.66,0,0,0,48.66,16.22,0,3,"KG573M: 7.558, 6.634; KG577M: 7.558, 6.634","KG573M: B1=0,B2=0,G1=0,G2=0; KG577M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KG545M",2012,"DS","Kogi",7.5948,7.2221,7.72,2.85,0,0,10.95,7.17333333333333,10.57,3,"KG549M: 7.595, 7.222; KG553M: 7.595, 7.222","KG549M: B1=0,B2=0,G1=0,G2=0; KG553M: B1=6.13,B2=1.43,G1=3.39,G2=0","","NAFDAC Market Survey Sample 2012"
"KG541M",2012,"DS","Kogi",7.672,6.429,8,4.21,0,0,53.15,23.7033333333333,12.21,3,"KG546M: 7.672, 6.429; KG547M: 7.672, 6.429","KG546M: B1=4.01,B2=1.74,G1=0,G2=0; KG547M: B1=43.64,B2=3.85,G1=5.66,G2=0","","NAFDAC Market Survey Sample 2012"
"OY100M",2012,"DS","Kogi",7.646111111,7.646111111,6.99,0,0.73,1.64,20.57,10.3933333333333,9.36,9,"OY101M: 7.646, 7.646; OY102M: 7.646, 7.646; OY104M: 7.646, 7.646; OY105M: 7.646, 7.646; OY92M: 7.646, 7.646; OY93M: 7.646, 7.646; OY94M: 7.646, 7.646; OY96M: 7.646, 7.646","OY101M: B1=7.56,B2=0,G1=0,G2=0; OY102M: B1=2.78,B2=0,G1=2.94,G2=0.85; OY104M: B1=4.91,B2=0,G1=0.93,G2=2.37; OY105M: B1=4.25,B2=0.92,G1=4.55,G2=0.68; OY92M: B1=3.27,B2=0,G1=6.71,G2=0.82; OY93M: B1=18.55,B2=0,G1=0.61,G2=1.41; OY94M: B1=0,B2=0,G1=0,G2=0; OY96M: B1=3.81,B2=2.63,G1=13.63,G2=0","","NAFDAC Market Survey Sample 2012"
"BN467M",2012,"DS","Benue",7.6299,8.8142,6.53,4.91,16.17,2.47,30.08,15.1433333333333,15.35,3,"BN469M: 7.63, 8.814; BN482M: 7.63, 8.814","BN469M: B1=0,B2=0,G1=0,G2=0; BN482M: B1=6.18,B2=6.41,G1=2.03,G2=0.73","","NAFDAC Market Survey Sample 2012"
"OY123M",2012,"DS","Oyo",7.7243,3.8655,2.14,0,0,0,35.54,15.8566666666667,9.89,3,"OY124M: 7.724, 3.865; OY125M: 7.724, 3.865","OY124M: B1=4.04,B2=28.15,G1=2.08,G2=1.27; OY125M: B1=2.45,B2=2.42,G1=1.86,G2=3.16","","NAFDAC Market Survey Sample 2012"
"KG567M",2012,"DS","Kogi",7.7164,6.3439,2.43,4.69,4.34,1.49,305.84,106.263333333333,12.95,3,"KG568M: 7.716, 6.344; KG576M: 7.716, 6.344","KG568M: B1=0,B2=0,G1=0,G2=0; KG576M: B1=270.49,B2=35.35,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KG543M",2012,"DS","Kogi",7.7337,6.6906,365.63,34.76,0,0,400.39,203.235,203.235,2,"KG582M: 7.734, 6.691","KG582M: B1=2.08,B2=4,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"BN479M",2012,"DS","Benue",7.7322,8.5391,22.68,6.83,1.04,0,30.55,16.76,19.73,3,"BN483M: 7.732, 8.539; BN491M: 7.732, 8.539","BN483M: B1=5.81,B2=3.45,G1=7.52,G2=2.95; BN491M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KG562M",2012,"DS","Kogi",7.8023,6.7333,15.29,5.17,0,0,218.56,79.6733333333333,20.46,3,"KG578M: 7.802, 6.733; KG583M: 7.802, 6.733","KG578M: B1=89.92,B2=9.93,G1=97.44,G2=21.27; KG583M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"BN475M",2012,"DS","Kogi",7.7821,7.6206,4.32,3.45,1.08,0,15.24,8.03,8.85,3,"BN481M: 7.782, 7.621; BN493M: 7.782, 7.621","BN481M: B1=0,B2=0,G1=0,G2=0; BN493M: B1=4.97,B2=4.2,G1=6.07,G2=0","","NAFDAC Market Survey Sample 2012"
"OY118M",2012,"DS","Oyo",7.8745,4.0491,6.68,3.18,2.28,2.92,17.15,11.72,15.06,3,"OY119M: 7.875, 4.049; OY120M: 7.875, 4.049","OY119M: B1=2.95,B2=0,G1=0,G2=0; OY120M: B1=17.15,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KG556M",2012,"DS","Kogi",7.8737,5.941,0,0,0,0,9.36,3.12,0,3,"KG570M: 7.874, 5.941; KG571M: 7.874, 5.941","KG570M: B1=6.34,B2=3.02,G1=0,G2=0; KG571M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"BN456M",2012,"DS","Benue",7.9541,8.7481,7.48,4.13,0,0,32.58,14.73,11.61,3,"BN460M: 7.954, 8.748; BN487M: 7.954, 8.748","BN460M: B1=0,B2=0,G1=0,G2=0; BN487M: B1=18.15,B2=3.66,G1=2.76,G2=8.01","","NAFDAC Market Survey Sample 2012"
"OY106M",2012,"DS","Oyo",8.0902,3.3464,3.46,1.52,0,0,23.46,12.0533333333333,7.72,3,"OY98M: 8.09, 3.346; OY99M: 8.09, 3.346","OY98M: B1=5.47,B2=2.25,G1=0,G2=0; OY99M: B1=6.41,B2=13.86,G1=1.29,G2=1.9","","NAFDAC Market Survey Sample 2012"
"OY110M",2012,"DS","Oyo",8.0794,4.2231,16.5,0,2.58,1.08,29.5,22.7466666666667,20.16,3,"OY111M: 8.079, 4.223; OY91M: 8.079, 4.223","OY111M: B1=12.53,B2=0,G1=4.33,G2=1.72; OY91M: B1=7.44,B2=9.08,G1=3.67,G2=9.31","","NAFDAC Market Survey Sample 2012"
"OY127M",2012,"DS","Oyo",8.2465,3.8655,4.48,2.12,0,0,13.21,10.95,13.04,3,"OY128M: 8.246, 3.865; OY129M: 8.246, 3.865","OY128M: B1=6.22,B2=0,G1=5.6,G2=1.39; OY129M: B1=10.73,B2=2.31,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KG542M",2012,"DS","Kogi",8.2175,6.1951,13.66,1.65,0,0,298.77,104.693333333333,15.31,3,"KG550M: 8.217, 6.195; KG575M: 8.217, 6.195","KG550M: B1=0,B2=0,G1=0,G2=0; KG575M: B1=265.98,B2=32.79,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"OY113M",2012,"DS","Oyo",8.1335,4.2538,4.48,0,0,0,16.99,9.80333333333333,7.94,3,"OY114M: 8.134, 4.254; OY130M: 8.134, 4.254","OY114M: B1=5.27,B2=0,G1=1.6,G2=1.07; OY130M: B1=4.19,B2=0,G1=9.22,G2=3.58","","NAFDAC Market Survey Sample 2012"
"KG548M",2012,"DS","Kogi",8.1355,5.8565,6.22,0,0,0,10.96,5.72666666666667,6.22,3,"KG564M: 8.136, 5.856; KG565M: 8.136, 5.856","KG564M: B1=3.57,B2=7.39,G1=0,G2=0; KG565M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"NG641M",2012,"DS","Niger",8.7602,6.3133,96.9,0,0,0,96.9,45.1533333333333,30.7,3,"NG644M: 8.76, 6.313; NG669M: 8.76, 6.313","NG644M: B1=3.47,B2=4.39,G1=0,G2=0; NG669M: B1=8.48,B2=15.39,G1=5.95,G2=0.88","","NAFDAC Market Survey Sample 2012"
"FC1082M",2012,"SGS","Federal Capital Territory",8.8403,7.0539,22.02,5.36,12.55,0.43,40.36,22.62,18.66,3,"FC1085M: 8.84, 7.054; FC1090M: 8.84, 7.054","FC1085M: B1=9.25,B2=1.76,G1=6.81,G2=0.84; FC1090M: B1=6.62,B2=2.22,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"FC1079M",2012,"SGS","Federal Capital Territory",8.8797,7.2294,3.4,2.61,3.51,0.94,29.48,14.77,10.46,3,"FC1080M: 8.88, 7.229; FC1086M: 8.88, 7.229","FC1080M: B1=1.59,B2=2.78,G1=0,G2=0; FC1086M: B1=7.12,B2=3.62,G1=2.34,G2=16.4","","NAFDAC Market Survey Sample 2012"
"FC1077M",2012,"SGS","Federal Capital Territory",8.9508,7.0767,16.63,6.69,26.35,0.91,50.58,40.1333333333333,45.99,3,"FC1083M: 8.951, 7.077; FC1084M: 8.951, 7.077","FC1083M: B1=8.16,B2=2.24,G1=35.59,G2=0; FC1084M: B1=10.67,B2=1.92,G1=9.47,G2=1.77","","NAFDAC Market Survey Sample 2012"
"NG642M",2012,"SGS","Niger",9.0001,6.3213,23.31,11.71,1.06,0,36.08,23.7033333333333,22.78,3,"NG653M: 9, 6.321; NG654M: 9, 6.321","NG653M: B1=9.06,B2=3.19,G1=0,G2=0; NG654M: B1=9.94,B2=4.49,G1=5.59,G2=2.76","","NAFDAC Market Survey Sample 2012"
"NG636M",2012,"SGS","Niger",9.0493,6.5797,7.02,12.96,5.55,2.95,87.05,42.0866666666667,28.48,3,"NG640M: 9.049, 6.58; NG659M: 9.049, 6.58","NG640M: B1=68.35,B2=8.98,G1=9.72,G2=0; NG659M: B1=2.54,B2=3.1,G1=3.37,G2=1.72","","NAFDAC Market Survey Sample 2012"
"FC1081M",2012,"SGS","Federal Capital Territory",9.0618,7.4221,24.79,0.84,14.31,5.69,45.63,34.8066666666667,45.52,3,"FC1088M: 9.062, 7.422; FC1091M: 9.062, 7.422","FC1088M: B1=2.64,B2=2.86,G1=4.24,G2=3.53; FC1091M: B1=15.59,B2=27.27,G1=2.09,G2=0.57","","NAFDAC Market Survey Sample 2012"
"NG638M",2012,"SGS","Niger",9.0797,6.0097,3.72,4,4.29,0,358.65,130.57,21.05,3,"NG643M: 9.08, 6.01; NG648M: 9.08, 6.01","NG643M: B1=12.63,B2=4.76,G1=3.66,G2=0; NG648M: B1=305.53,B2=53.12,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"NG628M",2012,"SGS","Niger",9.1701,7.1861,7.49,4.19,0,0,16.8,11.9733333333333,11.68,3,"NG639M: 9.17, 7.186; NG650M: 9.17, 7.186","NG639M: B1=2.12,B2=4.33,G1=10.35,G2=0; NG650M: B1=3.03,B2=4.41,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"NG651M",2012,"SGS","Niger",9.2723,7.1861,3.76,6.52,0,0,17.23,14.6166666666667,16.34,3,"NG670M: 9.272, 7.186; NG671M: 9.272, 7.186","NG670M: B1=4.36,B2=6.58,G1=4.86,G2=0.54; NG671M: B1=2.68,B2=14.55,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"FC1078M",2012,"SGS","Federal Capital Territory",9.2826,7.3858,6.43,15.83,3.51,6.64,32.41,16.5866666666667,12.73,3,"FC1087M: 9.283, 7.386; FC1089M: 9.283, 7.386","FC1087M: B1=4.37,B2=3.01,G1=3.48,G2=1.87; FC1089M: B1=1.55,B2=1.9,G1=1.17,G2=0","","NAFDAC Market Survey Sample 2012"
"NG629M",2012,"SGS","Niger",9.3418,7.0498,0,0,0,0,10.28,3.42666666666667,0,3,"NG630M: 9.342, 7.05; NG658M: 9.342, 7.05","NG630M: B1=3.75,B2=6.53,G1=0,G2=0; NG658M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KD818M",2012,"SGS","Kaduna",9.3607,8.2213,0,0,0,0,16.51,10.07,13.7,3,"KD825M: 9.361, 8.221; KD847M: 9.361, 8.221","KD825M: B1=8.12,B2=4.83,G1=2.77,G2=0.79; KD847M: B1=5.06,B2=8.64,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"NG649M",2012,"SGS","Niger",9.4351,6.7922,2.84,3.92,0,0,18.62,11.11,7.95,3,"NG660M: 9.435, 6.792; NG667M: 9.435, 6.792","NG660M: B1=16.1,B2=0,G1=2.52,G2=0; NG667M: B1=5.11,B2=2.84,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KD816M",2012,"SGS","Kaduna",9.4754,8.0247,2.72,0,6.31,0,17.67,10.63,9.03,3,"KD821M: 9.475, 8.025; KD830M: 9.475, 8.025","KD821M: B1=12.68,B2=1.38,G1=2.65,G2=0.96; KD830M: B1=3.93,B2=1.26,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"NG634M",2012,"SGS","Niger",9.6278,6.5463,2.96,7.84,0,0,18.92,14.7033333333333,14.39,3,"NG664M: 9.628, 6.546; NG665M: 9.628, 6.546","NG664M: B1=10.21,B2=4.18,G1=0,G2=0; NG665M: B1=5.87,B2=13.05,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"BR1227M",2012,"SGS","Kaduna",9.5684,7.4354,0,0,0,0,0,0,0,2,"BR1234M: 9.568, 7.435","BR1234M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KD828M",2012,"MA","Kaduna",9.6322,8.5035,3.53,1.67,0,0,19.17,12.47,13.04,3,"KD829M: 9.632, 8.504; KD845M: 9.632, 8.504","KD829M: B1=2.04,B2=5.49,G1=4.49,G2=1.02; KD845M: B1=8.22,B2=1.46,G1=5.91,G2=3.58","","NAFDAC Market Survey Sample 2012"
"GM986M",2012,"NGS","Gombe",9.6698,11.2977,0,0,0,0,3.59,2.05666666666667,2.58,3,"GM990M: 9.67, 11.298; GM999M: 9.67, 11.298","GM990M: B1=1.32,B2=2.27,G1=0,G2=0; GM999M: B1=0.79,B2=1.79,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"NG646M",2012,"SGS","Niger",9.6522,6.5261,0,0,0,0,39.12,13.04,0,3,"NG652M: 9.652, 6.526; NG656M: 9.652, 6.526","NG652M: B1=24.56,B2=8.24,G1=6.32,G2=0; NG656M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"BA1110M",2012,"SGS","Bauchi",9.6679,9.6049,8.38,10.45,0,0,18.83,14.13,14.56,3,"BA1115M: 9.668, 9.605; BA1119M: 9.668, 9.605","BA1115M: B1=6.04,B2=2.96,G1=0,G2=0; BA1119M: B1=2,B2=7.27,G1=2.95,G2=2.34","","NAFDAC Market Survey Sample 2012"
"NG631M",2012,"SGS","Niger",9.7221,6.1113,1.49,2.64,2.53,0,6.66,2.22,0,3,"NG647M: 9.722, 6.111; NG655M: 9.722, 6.111","NG647M: B1=0,B2=0,G1=0,G2=0; NG655M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"BA1142M",2012,"SGS","Bauchi",9.756,9.5562,0,0,0,0,5.19,1.73,0,3,"BA1144M: 9.756, 9.556; BA1147M: 9.756, 9.556","BA1144M: B1=3.01,B2=2.18,G1=0,G2=0; BA1147M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"GM1013M",2012,"NGS","Gombe",9.8662,11.2194,0,0,0,0,0,0,0,3,"GM981M: 9.866, 11.219; GM991M: 9.866, 11.219","GM981M: B1=0,B2=0,G1=0,G2=0; GM991M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"GM1001M",2012,"NGS","Gombe",9.8201,11.3119,0,0,0,0,28.63,12.27,8.18,3,"GM1009M: 9.82, 11.312; GM997M: 9.82, 11.312","GM1009M: B1=2.08,B2=0,G1=25.61,G2=0.94; GM997M: B1=7.29,B2=0.89,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"GM1012M",2012,"NGS","Gombe",9.8329,11.6613,14.45,2.05,5.98,0.9,23.38,11.63,6.25,3,"GM994M: 9.833, 11.661; GM996M: 9.833, 11.661","GM994M: B1=2.17,B2=1.06,G1=3.02,G2=0; GM996M: B1=1.95,B2=3.31,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KD808M",2012,"SGS","Kaduna",9.8734,7.9552,0,0,0,0,14.09,5.87666666666667,3.54,3,"KD809M: 9.873, 7.955; KD835M: 9.873, 7.955","KD809M: B1=6.04,B2=4.94,G1=2.23,G2=0.88; KD835M: B1=2.31,B2=0,G1=1.23,G2=0","","NAFDAC Market Survey Sample 2012"
"NG635M",2012,"SGS","Niger",9.9492,5.3103,22.01,7.42,3.74,10.18,43.35,16.8333333333333,7.15,3,"NG637M: 9.949, 5.31; NG661M: 9.949, 5.31","NG637M: B1=0,B2=0,G1=0,G2=0; NG661M: B1=2.57,B2=2.89,G1=1.69,G2=0","","NAFDAC Market Survey Sample 2012"
"KD811M",2012,"SGS","Kaduna",9.8906,8.2213,2.19,1.47,0,0,20.77,8.14333333333333,3.66,3,"KD823M: 9.891, 8.221; KD827M: 9.891, 8.221","KD823M: B1=0,B2=0,G1=0,G2=0; KD827M: B1=1.27,B2=5.43,G1=14.07,G2=0","","NAFDAC Market Survey Sample 2012"
"BA1108M",2012,"NGS","Bauchi",9.9894,9.5006,3.73,2.47,3.01,8.49,17.7,9.93,12.09,3,"BA1131M: 9.989, 9.501; BA1136M: 9.989, 9.501","BA1131M: B1=0,B2=0,G1=0,G2=0; BA1136M: B1=10.66,B2=1.43,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"NG952M-2",2013,"SGS","Niger",10.1349,6.0229,0,0,0,0,1.01,0.336666666666667,0,3,"NG955M-2: 10.135, 6.023; NG960M-2: 10.135, 6.023","NG955M-2: B1=1.01,B2=0,G1=0,G2=0; NG960M-2: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2013"
"GM481M-2",2013,"NGS","Gombe",10.2791,11.1731,0,0,0,0,111.01,5.12307692307692,0,26,"GM482M-2: 10.279, 11.173; GM483M-2: 10.279, 11.173; GM485M-2: 10.25, 11.167; GM486M-2: 10.279, 11.173; GM487M-2: 10.25, 11.167; GM488M-2: 10.279, 11.173; GM489M-2: 10.279, 11.173; GM490M-2: 10.279, 11.173; GM492M-2: 10.279, 11.173; GM493M-2: 10.279, 11.173; GM494M-2: 10.279, 11.173; GM495M-2: 10.279, 11.173; GM496M-2: 10.279, 11.173; GM497M-2: 10.279, 11.173; GM498M-2: 10.279, 11.173; GM499M-2: 10.279, 11.173; GM500M-2: 10.279, 11.173; GM501M-2: 10.279, 11.173; GM502M-2: 10.279, 11.173; GM503M-2: 10.279, 11.173; GM504M-2: 10.279, 11.173; GM505M-2: 10.279, 11.173; GM506M-2: 10.279, 11.173; GM507M-2: 10.279, 11.173; GM508M-2: 10.279, 11.173","GM482M-2: B1=0,B2=0,G1=0,G2=0; GM483M-2: B1=0,B2=0,G1=0,G2=0; GM485M-2: B1=0,B2=0,G1=0,G2=0; GM486M-2: B1=0,B2=0,G1=0,G2=0; GM487M-2: B1=0,B2=0,G1=0,G2=0; GM488M-2: B1=0.81,B2=0,G1=0,G2=0; GM489M-2: B1=0,B2=0,G1=0,G2=0; GM490M-2: B1=0,B2=0,G1=0,G2=0; GM492M-2: B1=74.36,B2=36.64,G1=0,G2=0; GM493M-2: B1=0,B2=0,G1=0,G2=0; GM494M-2: B1=0,B2=0,G1=0,G2=0; GM495M-2: B1=0,B2=0,G1=0,G2=0; GM496M-2: B1=0,B2=0,G1=0,G2=0; GM497M-2: B1=0,B2=0,G1=0,G2=0; GM498M-2: B1=1.28,B2=0,G1=9.37,G2=0; GM499M-2: B1=0,B2=0,G1=0,G2=0; GM500M-2: B1=0,B2=0,G1=0,G2=0; GM501M-2: B1=0,B2=0,G1=0,G2=0; GM502M-2: B1=0,B2=0,G1=0,G2=0; GM503M-2: B1=0,B2=0,G1=0,G2=0; GM504M-2: B1=7.17,B2=3.57,G1=0,G2=0; GM505M-2: B1=0,B2=0,G1=0,G2=0; GM506M-2: B1=0,B2=0,G1=0,G2=0; GM507M-2: B1=0,B2=0,G1=0,G2=0; GM508M-2: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2013"
"KD433M-2",2013,"SGS","Kaduna",10.2697,7.1101,2.6,0,0,0,3.39,2.57333333333333,2.6,3,"KD434M-2: 10.27, 7.11; KD435M-2: 10.27, 7.11","KD434M-2: B1=3.39,B2=0,G1=0,G2=0; KD435M-2: B1=1.73,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2013"
"BA648M-2",2013,"NGS","Bauchi",10.3562,10.5296,0,0,0,0,32.15,10.7166666666667,0,3,"BA649M-2: 10.356, 10.53; BA650M-2: 10.356, 10.53","BA649M-2: B1=0,B2=0,G1=0,G2=0; BA650M-2: B1=32.15,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2013"
"NG933M-2",2013,"SGS","Niger",10.3116,4.9767,1.57,1.52,0,0,8.54,5.815,5.815,2,"NG947M-2: 10.312, 4.977","NG947M-2: B1=5.2,B2=3.34,G1=0,G2=0","","NAFDAC Market Survey Sample 2013"
"BA639M-2",2013,"NGS","Bauchi",10.306,9.8404,0,0,0,0,117.16,39.0533333333333,0,3,"BA640M-2: 10.306, 9.84; BA641M-2: 10.306, 9.84","BA640M-2: B1=113.98,B2=3.18,G1=0,G2=0; BA641M-2: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2013"
"GM484M-2",2013,"SS","Gombe",10.4019,11.1391,0,0,0,0,0,0,0,1,NA,NA,"","NAFDAC Market Survey Sample 2013"
"KB783M-2",2013,"SGS","Kebbi",10.4092,4.7187,0,0,0,0,0,0,0,3,"KB784M-2: 10.409, 4.719; KB791M-2: 10.409, 4.719","KB784M-2: B1=0,B2=0,G1=0,G2=0; KB791M-2: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2013"
"NG932M-2",2013,"SGS","Niger",10.4071,5.4699,0,0,0,0,9.52,3.36666666666667,0.58,3,"NG934M-2: 10.407, 5.47; NG950M-2: 10.407, 5.47","NG934M-2: B1=7.45,B2=2.07,G1=0,G2=0; NG950M-2: B1=0.58,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2013"
"KD400M-2",2013,"SGS","Kaduna",10.3833,7.3833,2.6,0,0,0,2.6,2.6,2.6,1,NA,NA,"","NAFDAC Market Survey Sample 2013"
"KD399M-2",2013,"SGS","Kaduna",10.3764,7.7095,2.5,0,0,0,8.26,4.13666666666667,2.5,3,"KD405M-2: 10.376, 7.71; KD406M-2: 10.376, 7.71","KD405M-2: B1=1.65,B2=0,G1=0,G2=0; KD406M-2: B1=8.26,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2013"
"GM491M-2",2013,"SS","Gombe",10.5189,11,0,0,0,0,0,0,0,1,NA,NA,"","NAFDAC Market Survey Sample 2013"
"BR1094M-2",2013,"SS","Borno",10.4676,12.3464,0.81,0,0,0,1.87,1.34,1.34,2,"BR1130M-2: 10.468, 12.346","BR1130M-2: B1=1.87,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2013"
"KD425M-2",2013,"SGS","Kaduna",10.4631,7.4138,15.21,2.19,0,0,56.54,25.5166666666667,17.41,3,"KD426M-2: 10.463, 7.414; KD427M-2: 10.463, 7.414","KD426M-2: B1=53.95,B2=2.6,G1=0,G2=0; KD427M-2: B1=2.6,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2013"
"KD403M-2",2013,"NGS","Kaduna",10.5432,7.449,0,0,0,0,44.73,22.365,22.365,2,"KD404M-2: 10.543, 7.449","KD404M-2: B1=44.73,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2013"
"BR1128M-2",2013,"SS","Borno",10.6117,12.1919,12.8,0.98,0,0,13.78,13.78,13.78,1,NA,NA,"","NAFDAC Market Survey Sample 2013"
"BR1096M-2",2013,"SS","Borno",10.6563,13.1279,2.69,0,0,0,2.69,2.69,2.69,1,NA,NA,"","NAFDAC Market Survey Sample 2013"
"BA651M-2",2013,"SS","Bauchi",10.729,9.9912,0,0,0,0,13.93,4.64333333333333,0,3,"BA652M-2: 10.729, 9.991; BA653M-2: 10.729, 9.991","BA652M-2: B1=0,B2=0,G1=0,G2=0; BA653M-2: B1=13.93,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2013"
"KD416M-2",2013,"NGS","Kaduna",10.806,7.7152,0,0,0,0,0.98,0.49,0.49,2,"KD417M-2: 10.806, 7.715","KD417M-2: B1=0.98,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2013"
"KB755M-2",2013,"NGS","Niger",10.9925,4.5212,1.21,0,0,0,20.16,7.12333333333333,1.21,3,"KB772M-2: 10.992, 4.521; KB775M-2: 10.992, 4.521","KB772M-2: B1=0,B2=0,G1=0,G2=0; KB775M-2: B1=13.75,B2=6.41,G1=0,G2=0","","NAFDAC Market Survey Sample 2013"
"BR1122M-2",2013,"SS","Borno",11.0897,13.6884,2.33,0,0,0,2.33,2.33,2.33,1,NA,NA,"","NAFDAC Market Survey Sample 2013"
"BA642M-2",2013,"SS","Bauchi",11.0716,9.5729,0,0,0,0,0,0,0,3,"BA643M-2: 11.072, 9.573; BA644M-2: 11.072, 9.573","BA643M-2: B1=0,B2=0,G1=0,G2=0; BA644M-2: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2013"
"BR1124M-2",2013,"SS","Borno",11.1561,12.7566,1.49,0,0,0,5.61,2.36666666666667,1.49,3,"BR1125M-2: 11.156, 12.757; BR1134M-2: 11.156, 12.757","BR1125M-2: B1=0,B2=0,G1=0,G2=0; BR1134M-2: B1=5.61,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2013"
"KD395M-2",2013,"NGS","Kaduna",11.1766,7.6765,2.6,0,0,0,15.48,9.04,9.04,2,"KD396M-2: 11.177, 7.676","KD396M-2: B1=15.48,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2013"
"KD428M-2",2013,"NGS","Kaduna",11.1047,7.7207,2.32,0,0,0,76.38,34.305,29.26,4,"KD429M-2: 11.105, 7.721; KD430M-2: 11.105, 7.721; KD432M-2: 11.123, 7.732","KD429M-2: B1=16.02,B2=0,G1=30.66,G2=4.53; KD430M-2: B1=7.31,B2=0,G1=0,G2=0; KD432M-2: B1=47.28,B2=6.36,G1=16.23,G2=6.51","","NAFDAC Market Survey Sample 2013"
"KB770M-2",2013,"NGS","Kebbi",11.2131,4.5792,0,0,0,0,57.11,19.0366666666667,0,3,"KB782M-2: 11.213, 4.579; KB786M-2: 11.213, 4.579","KB782M-2: B1=0,B2=0,G1=0,G2=0; KB786M-2: B1=39.11,B2=18.01,G1=0,G2=0","","NAFDAC Market Survey Sample 2013"
"KD420M-2",2013,"NGS","Kaduna",11.1788,8.2268,2.21,0,0,0,2.28,2.245,2.245,2,"KD421M-2: 11.179, 8.227","KD421M-2: B1=2.28,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2013"
